	ERR11588428_R1_filtered.fastq.gz	ERR11588429_R1_filtered.fastq.gz	ERR11588430_R1_filtered.fastq.gz	ERR11588431_R1_filtered.fastq.gz	ERR11588432_R1_filtered.fastq.gz	ERR11588433_R1_filtered.fastq.gz	ERR11588434_R1_filtered.fastq.gz	ERR11588435_R1_filtered.fastq.gz	ERR11588436_R1_filtered.fastq.gz	ERR11588437_R1_filtered.fastq.gz
ASV_3054	0	12	0	0	0	0	0	0	0	0
ASV_3055	0	12	0	0	0	0	0	0	0	0
ASV_3056	0	12	0	0	0	0	0	0	0	0
ASV_3057	0	12	0	0	0	0	0	0	0	0
ASV_3058	0	12	0	0	0	0	0	0	0	0
ASV_3059	0	12	0	0	0	0	0	0	0	0
ASV_3060	0	12	0	0	0	0	0	0	0	0
ASV_3061	0	12	0	0	0	0	0	0	0	0
ASV_3062	0	0	12	0	0	0	0	0	0	0
ASV_3063	0	0	12	0	0	0	0	0	0	0
ASV_3064	0	0	12	0	0	0	0	0	0	0
ASV_3065	0	0	12	0	0	0	0	0	0	0
ASV_3066	0	0	12	0	0	0	0	0	0	0
ASV_3067	0	0	12	0	0	0	0	0	0	0
ASV_3068	0	0	12	0	0	0	0	0	0	0
ASV_3069	0	0	12	0	0	0	0	0	0	0
ASV_3070	0	0	12	0	0	0	0	0	0	0
ASV_3071	0	0	12	0	0	0	0	0	0	0
ASV_3072	0	0	12	0	0	0	0	0	0	0
ASV_3073	0	0	12	0	0	0	0	0	0	0
ASV_3074	0	0	12	0	0	0	0	0	0	0
ASV_3075	0	0	12	0	0	0	0	0	0	0
ASV_3076	0	0	12	0	0	0	0	0	0	0
ASV_3077	0	0	12	0	0	0	0	0	0	0
ASV_3078	0	0	12	0	0	0	0	0	0	0
ASV_3079	0	0	0	0	12	0	0	0	0	0
ASV_3080	0	0	0	0	12	0	0	0	0	0
ASV_3081	0	0	0	0	12	0	0	0	0	0
ASV_3082	0	0	0	0	0	12	0	0	0	0
ASV_3083	0	0	0	0	0	0	12	0	0	0
ASV_3084	0	0	0	0	0	0	12	0	0	0
ASV_3085	0	0	0	0	0	0	12	0	0	0
ASV_3086	0	0	0	0	0	0	12	0	0	0
ASV_3087	0	0	0	0	0	0	12	0	0	0
ASV_3088	0	0	0	0	0	0	12	0	0	0
ASV_3089	0	0	0	0	0	0	0	12	0	0
ASV_3090	0	0	0	0	0	0	0	12	0	0
ASV_3091	0	0	0	0	0	0	0	0	12	0
ASV_3092	0	0	0	0	0	0	0	0	12	0
ASV_3093	0	0	0	0	0	0	0	0	12	0
ASV_3094	0	0	0	0	0	0	0	0	12	0
ASV_3095	0	0	0	0	0	0	0	0	12	0
ASV_3096	0	0	0	0	0	0	0	0	12	0
ASV_3097	0	0	0	0	0	0	0	0	12	0
ASV_3098	0	0	0	0	0	0	0	0	12	0
ASV_3099	0	0	0	0	0	0	0	0	12	0
ASV_3100	0	0	0	0	0	0	0	0	12	0
ASV_3101	0	0	0	0	0	0	0	0	12	0
ASV_3102	0	0	0	0	0	0	0	0	12	0
ASV_3103	0	0	0	0	0	0	0	0	12	0
ASV_3104	0	0	0	0	0	0	0	0	12	0
ASV_3105	0	0	0	0	0	0	0	0	12	0
ASV_3106	0	0	0	0	0	0	0	0	12	0
ASV_3107	0	0	0	0	0	0	0	0	12	0
ASV_3108	0	0	0	0	0	0	0	0	12	0
ASV_3109	0	0	0	0	0	0	0	0	12	0
ASV_3110	0	0	0	0	0	0	0	0	0	12
ASV_3111	0	0	0	0	0	0	0	0	0	12
ASV_3112	0	0	0	0	0	0	0	0	0	12
ASV_3113	0	0	0	0	0	0	0	0	0	12
ASV_3114	0	0	0	0	0	0	0	0	0	12
ASV_3115	0	0	0	0	0	0	0	0	0	12
ASV_3116	0	0	0	0	0	0	0	0	0	12
ASV_3117	0	0	0	0	0	0	0	0	0	12
ASV_3118	0	0	0	0	0	0	0	0	0	12
ASV_3119	0	0	0	0	0	0	0	0	0	12
ASV_3120	0	0	0	0	0	0	0	0	0	12
ASV_3121	0	0	0	0	0	0	0	0	0	12
ASV_3122	0	0	0	0	0	0	0	0	0	12
ASV_3123	0	0	0	0	0	0	0	0	0	12
ASV_3124	0	0	0	0	0	0	0	0	0	12
ASV_3125	0	0	0	0	0	0	0	0	0	12
ASV_3126	11	0	0	0	0	0	0	0	0	0
ASV_3127	11	0	0	0	0	0	0	0	0	0
ASV_3128	11	0	0	0	0	0	0	0	0	0
ASV_3129	11	0	0	0	0	0	0	0	0	0
ASV_3130	11	0	0	0	0	0	0	0	0	0
ASV_3131	11	0	0	0	0	0	0	0	0	0
ASV_3132	11	0	0	0	0	0	0	0	0	0
ASV_3133	11	0	0	0	0	0	0	0	0	0
ASV_3134	11	0	0	0	0	0	0	0	0	0
ASV_3135	11	0	0	0	0	0	0	0	0	0
ASV_3136	11	0	0	0	0	0	0	0	0	0
ASV_3137	11	0	0	0	0	0	0	0	0	0
ASV_3138	11	0	0	0	0	0	0	0	0	0
ASV_3139	11	0	0	0	0	0	0	0	0	0
ASV_3140	11	0	0	0	0	0	0	0	0	0
ASV_3141	11	0	0	0	0	0	0	0	0	0
ASV_3142	11	0	0	0	0	0	0	0	0	0
ASV_3143	11	0	0	0	0	0	0	0	0	0
ASV_3144	11	0	0	0	0	0	0	0	0	0
ASV_3145	11	0	0	0	0	0	0	0	0	0
ASV_3146	0	11	0	0	0	0	0	0	0	0
ASV_3147	0	11	0	0	0	0	0	0	0	0
ASV_3148	0	11	0	0	0	0	0	0	0	0
ASV_3149	0	11	0	0	0	0	0	0	0	0
ASV_3150	0	11	0	0	0	0	0	0	0	0
ASV_3151	0	11	0	0	0	0	0	0	0	0
ASV_3152	0	11	0	0	0	0	0	0	0	0
ASV_3153	0	11	0	0	0	0	0	0	0	0
ASV_3154	0	11	0	0	0	0	0	0	0	0
ASV_3155	0	11	0	0	0	0	0	0	0	0
ASV_3156	0	11	0	0	0	0	0	0	0	0
ASV_3157	0	11	0	0	0	0	0	0	0	0
ASV_3158	0	11	0	0	0	0	0	0	0	0
ASV_3159	0	11	0	0	0	0	0	0	0	0
ASV_3160	0	11	0	0	0	0	0	0	0	0
ASV_3161	0	11	0	0	0	0	0	0	0	0
ASV_3162	0	11	0	0	0	0	0	0	0	0
ASV_3163	0	11	0	0	0	0	0	0	0	0
ASV_3164	0	11	0	0	0	0	0	0	0	0
ASV_3165	0	11	0	0	0	0	0	0	0	0
ASV_3166	0	11	0	0	0	0	0	0	0	0
ASV_3167	0	11	0	0	0	0	0	0	0	0
ASV_3168	0	0	11	0	0	0	0	0	0	0
ASV_3169	0	0	11	0	0	0	0	0	0	0
ASV_3170	0	0	11	0	0	0	0	0	0	0
ASV_3171	0	0	11	0	0	0	0	0	0	0
ASV_3172	0	0	11	0	0	0	0	0	0	0
ASV_3173	0	0	11	0	0	0	0	0	0	0
ASV_3174	0	0	11	0	0	0	0	0	0	0
ASV_3175	0	0	11	0	0	0	0	0	0	0
ASV_3176	0	0	11	0	0	0	0	0	0	0
ASV_3177	0	0	11	0	0	0	0	0	0	0
ASV_3178	0	0	11	0	0	0	0	0	0	0
ASV_3179	0	0	11	0	0	0	0	0	0	0
ASV_3180	0	0	11	0	0	0	0	0	0	0
ASV_3181	0	0	11	0	0	0	0	0	0	0
ASV_3182	0	0	11	0	0	0	0	0	0	0
ASV_3183	0	0	11	0	0	0	0	0	0	0
ASV_3184	0	0	11	0	0	0	0	0	0	0
ASV_3185	0	0	11	0	0	0	0	0	0	0
ASV_3186	0	0	0	0	11	0	0	0	0	0
ASV_3187	0	0	0	0	11	0	0	0	0	0
ASV_3188	0	0	0	0	11	0	0	0	0	0
ASV_3189	0	0	0	0	11	0	0	0	0	0
ASV_3190	0	0	0	0	11	0	0	0	0	0
ASV_3191	0	0	0	0	11	0	0	0	0	0
ASV_3192	0	0	0	0	11	0	0	0	0	0
ASV_3193	0	0	0	0	0	11	0	0	0	0
ASV_3194	0	0	0	0	0	11	0	0	0	0
ASV_3195	0	0	0	0	0	0	11	0	0	0
ASV_3196	0	0	0	0	0	0	11	0	0	0
ASV_3197	0	0	0	0	0	0	11	0	0	0
ASV_3198	0	0	0	0	0	0	11	0	0	0
ASV_3199	0	0	0	0	0	0	11	0	0	0
ASV_3200	0	0	0	0	0	0	11	0	0	0
ASV_3201	0	0	0	0	0	0	11	0	0	0
ASV_3202	0	0	0	0	0	0	11	0	0	0
ASV_3203	0	0	0	0	0	0	0	11	0	0
ASV_3204	0	0	0	0	0	0	0	11	0	0
ASV_3205	0	0	0	0	0	0	0	11	0	0
ASV_3206	0	0	0	0	0	0	0	11	0	0
ASV_3207	0	0	0	0	0	0	0	11	0	0
ASV_3208	0	0	0	0	0	0	0	11	0	0
ASV_3209	0	0	0	0	0	0	0	11	0	0
ASV_3210	0	0	0	0	0	0	0	11	0	0
ASV_3211	0	0	0	0	0	0	0	11	0	0
ASV_3212	0	0	0	0	0	0	0	0	11	0
ASV_3213	0	0	0	0	0	0	0	0	11	0
ASV_3214	0	0	0	0	0	0	0	0	11	0
ASV_3215	0	0	0	0	0	0	0	0	11	0
ASV_3216	0	0	0	0	0	0	0	0	11	0
ASV_3217	0	0	0	0	0	0	0	0	11	0
ASV_3218	0	0	0	0	0	0	0	0	11	0
ASV_3219	0	0	0	0	0	0	0	0	11	0
ASV_3220	0	0	0	0	0	0	0	0	11	0
ASV_3221	0	0	0	0	0	0	0	0	11	0
ASV_3222	0	0	0	0	0	0	0	0	11	0
ASV_3223	0	0	0	0	0	0	0	0	11	0
ASV_3224	0	0	0	0	0	0	0	0	11	0
ASV_3225	0	0	0	0	0	0	0	0	11	0
ASV_3226	0	0	0	0	0	0	0	0	11	0
ASV_3227	0	0	0	0	0	0	0	0	11	0
ASV_3228	0	0	0	0	0	0	0	0	11	0
ASV_3229	0	0	0	0	0	0	0	0	11	0
ASV_3230	0	0	0	0	0	0	0	0	11	0
ASV_3231	0	0	0	0	0	0	0	0	11	0
ASV_3232	0	0	0	0	0	0	0	0	11	0
ASV_3233	0	0	0	0	0	0	0	0	11	0
ASV_3234	0	0	0	0	0	0	0	0	0	11
ASV_3235	0	0	0	0	0	0	0	0	0	11
ASV_3236	0	0	0	0	0	0	0	0	0	11
ASV_3237	0	0	0	0	0	0	0	0	0	11
ASV_3238	0	0	0	0	0	0	0	0	0	11
ASV_3239	0	0	0	0	0	0	0	0	0	11
ASV_3240	0	0	0	0	0	0	0	0	0	11
ASV_3241	0	0	0	0	0	0	0	0	0	11
ASV_3242	0	0	0	0	0	0	0	0	0	11
ASV_3243	0	0	0	0	0	0	0	0	0	11
ASV_3244	0	0	0	0	0	0	0	0	0	11
ASV_3245	0	0	0	0	0	0	0	0	0	11
ASV_3246	0	0	0	0	0	0	0	0	0	11
ASV_3247	0	0	0	0	0	0	0	0	0	11
ASV_3248	0	0	0	0	0	0	0	0	0	11
ASV_3249	10	0	0	0	0	0	0	0	0	0
ASV_3250	10	0	0	0	0	0	0	0	0	0
ASV_3251	10	0	0	0	0	0	0	0	0	0
ASV_3252	10	0	0	0	0	0	0	0	0	0
ASV_3253	10	0	0	0	0	0	0	0	0	0
ASV_3254	10	0	0	0	0	0	0	0	0	0
ASV_3255	10	0	0	0	0	0	0	0	0	0
ASV_3256	10	0	0	0	0	0	0	0	0	0
ASV_3257	10	0	0	0	0	0	0	0	0	0
ASV_3258	10	0	0	0	0	0	0	0	0	0
ASV_3259	10	0	0	0	0	0	0	0	0	0
ASV_3260	10	0	0	0	0	0	0	0	0	0
ASV_3261	10	0	0	0	0	0	0	0	0	0
ASV_3262	10	0	0	0	0	0	0	0	0	0
ASV_3263	10	0	0	0	0	0	0	0	0	0
ASV_3264	10	0	0	0	0	0	0	0	0	0
ASV_3265	10	0	0	0	0	0	0	0	0	0
ASV_3266	10	0	0	0	0	0	0	0	0	0
ASV_3267	10	0	0	0	0	0	0	0	0	0
ASV_3268	10	0	0	0	0	0	0	0	0	0
ASV_3269	10	0	0	0	0	0	0	0	0	0
ASV_3270	10	0	0	0	0	0	0	0	0	0
ASV_3271	10	0	0	0	0	0	0	0	0	0
ASV_3272	10	0	0	0	0	0	0	0	0	0
ASV_3273	10	0	0	0	0	0	0	0	0	0
ASV_3274	10	0	0	0	0	0	0	0	0	0
ASV_3275	10	0	0	0	0	0	0	0	0	0
ASV_3276	10	0	0	0	0	0	0	0	0	0
ASV_3277	10	0	0	0	0	0	0	0	0	0
ASV_3278	10	0	0	0	0	0	0	0	0	0
ASV_3279	5	4	1	0	0	0	0	0	0	0
ASV_3280	0	10	0	0	0	0	0	0	0	0
ASV_3281	0	10	0	0	0	0	0	0	0	0
ASV_3282	0	10	0	0	0	0	0	0	0	0
ASV_3283	0	10	0	0	0	0	0	0	0	0
ASV_3284	0	10	0	0	0	0	0	0	0	0
ASV_3285	0	10	0	0	0	0	0	0	0	0
ASV_3286	0	10	0	0	0	0	0	0	0	0
ASV_3287	0	10	0	0	0	0	0	0	0	0
ASV_3288	0	10	0	0	0	0	0	0	0	0
ASV_3289	0	10	0	0	0	0	0	0	0	0
ASV_3290	0	10	0	0	0	0	0	0	0	0
ASV_3291	0	10	0	0	0	0	0	0	0	0
ASV_3292	0	10	0	0	0	0	0	0	0	0
ASV_3293	0	10	0	0	0	0	0	0	0	0
ASV_3294	0	10	0	0	0	0	0	0	0	0
ASV_3295	0	10	0	0	0	0	0	0	0	0
ASV_3296	0	10	0	0	0	0	0	0	0	0
ASV_3297	0	10	0	0	0	0	0	0	0	0
ASV_3298	0	10	0	0	0	0	0	0	0	0
ASV_3299	0	10	0	0	0	0	0	0	0	0
ASV_3300	0	0	10	0	0	0	0	0	0	0
ASV_3301	0	0	10	0	0	0	0	0	0	0
ASV_3302	0	0	10	0	0	0	0	0	0	0
ASV_3303	0	0	10	0	0	0	0	0	0	0
ASV_3304	0	0	10	0	0	0	0	0	0	0
ASV_3305	0	0	10	0	0	0	0	0	0	0
ASV_3306	0	0	10	0	0	0	0	0	0	0
ASV_3307	0	0	10	0	0	0	0	0	0	0
ASV_3308	0	0	10	0	0	0	0	0	0	0
ASV_3309	0	0	10	0	0	0	0	0	0	0
ASV_3310	0	0	10	0	0	0	0	0	0	0
ASV_3311	0	0	10	0	0	0	0	0	0	0
ASV_3312	0	0	10	0	0	0	0	0	0	0
ASV_3313	0	0	10	0	0	0	0	0	0	0
ASV_3314	0	0	10	0	0	0	0	0	0	0
ASV_3315	0	0	10	0	0	0	0	0	0	0
ASV_3316	0	0	10	0	0	0	0	0	0	0
ASV_3317	0	0	10	0	0	0	0	0	0	0
ASV_3318	0	0	10	0	0	0	0	0	0	0
ASV_3319	0	0	10	0	0	0	0	0	0	0
ASV_3320	0	0	10	0	0	0	0	0	0	0
ASV_3321	0	0	10	0	0	0	0	0	0	0
ASV_3322	0	0	10	0	0	0	0	0	0	0
ASV_3323	0	0	10	0	0	0	0	0	0	0
ASV_3324	0	0	0	10	0	0	0	0	0	0
ASV_3325	0	0	0	10	0	0	0	0	0	0
ASV_3326	0	0	0	10	0	0	0	0	0	0
ASV_3327	0	0	0	0	10	0	0	0	0	0
ASV_3328	0	0	0	0	10	0	0	0	0	0
ASV_3329	0	0	0	0	10	0	0	0	0	0
ASV_3330	0	0	0	0	10	0	0	0	0	0
ASV_3331	0	0	0	0	10	0	0	0	0	0
ASV_3332	0	0	0	0	0	10	0	0	0	0
ASV_3333	0	0	0	0	0	0	10	0	0	0
ASV_3334	0	0	0	0	0	0	10	0	0	0
ASV_3335	0	0	0	0	0	0	10	0	0	0
ASV_3336	0	0	0	0	0	0	10	0	0	0
ASV_3337	0	0	0	0	0	0	10	0	0	0
ASV_3338	0	0	0	0	0	0	10	0	0	0
ASV_3339	0	0	0	0	0	0	0	10	0	0
ASV_3340	0	0	0	0	0	0	0	10	0	0
ASV_3341	0	0	0	0	0	0	0	10	0	0
ASV_3342	0	0	0	0	0	0	0	10	0	0
ASV_3343	0	0	0	0	0	0	0	10	0	0
ASV_3344	0	0	0	0	0	0	0	10	0	0
ASV_3345	0	0	0	0	0	0	0	0	10	0
ASV_3346	0	0	0	0	0	0	0	0	10	0
ASV_3347	0	0	0	0	0	0	0	0	10	0
ASV_3348	0	0	0	0	0	0	0	0	10	0
ASV_3349	0	0	0	0	0	0	0	0	10	0
ASV_3350	0	0	0	0	0	0	0	0	10	0
ASV_3351	0	0	0	0	0	0	0	0	10	0
ASV_3352	0	0	0	0	0	0	0	0	10	0
ASV_3353	0	0	0	0	0	0	0	0	10	0
ASV_3354	0	0	0	0	0	0	0	0	10	0
ASV_3355	0	0	0	0	0	0	0	0	10	0
ASV_3356	0	0	0	0	0	0	0	0	10	0
ASV_3357	0	0	0	0	0	0	0	0	10	0
ASV_3358	0	0	0	0	0	0	0	0	10	0
ASV_3359	0	0	0	0	0	0	0	0	10	0
ASV_3360	0	0	0	0	0	0	0	0	10	0
ASV_3361	0	0	0	0	0	0	0	0	10	0
ASV_3362	0	0	0	0	0	0	0	0	10	0
ASV_3363	0	0	0	0	0	0	0	0	10	0
ASV_3364	0	0	0	0	0	0	0	0	10	0
ASV_3365	0	0	0	0	0	0	0	0	10	0
ASV_3366	0	0	0	0	0	0	0	0	10	0
ASV_3367	0	0	0	0	0	0	0	0	10	0
ASV_3368	0	0	0	0	0	0	0	0	10	0
ASV_3369	0	0	0	0	0	0	0	0	10	0
ASV_3370	0	0	0	0	0	0	0	0	10	0
ASV_3371	0	0	0	0	0	0	0	0	10	0
ASV_3372	0	0	0	0	0	0	0	0	0	10
ASV_3373	0	0	0	0	0	0	0	0	0	10
ASV_3374	0	0	0	0	0	0	0	0	0	10
ASV_3375	0	0	0	0	0	0	0	0	0	10
ASV_3376	0	0	0	0	0	0	0	0	0	10
ASV_3377	0	0	0	0	0	0	0	0	0	10
ASV_3378	0	0	0	0	0	0	0	0	0	10
ASV_3379	0	0	0	0	0	0	0	0	0	10
ASV_3380	0	0	0	0	0	0	0	0	0	10
ASV_3381	0	0	0	0	0	0	0	0	0	10
ASV_3382	0	0	0	0	0	0	0	0	0	10
ASV_3383	0	0	0	0	0	0	0	0	0	10
ASV_3384	0	0	0	0	0	0	0	0	0	10
ASV_3385	0	0	0	0	0	0	0	0	0	10
ASV_3386	0	0	0	0	0	0	0	0	0	10
ASV_3387	0	0	0	0	0	0	0	0	0	10
ASV_3388	0	0	0	0	0	0	0	0	0	10
ASV_3389	0	0	0	0	0	0	0	0	0	10
ASV_3390	0	0	0	0	0	0	0	0	0	10
ASV_3391	0	0	0	0	0	0	0	0	0	10
ASV_3392	0	0	0	0	0	0	0	0	0	10
ASV_3393	0	0	0	0	0	0	0	0	0	10
ASV_3394	9	0	0	0	0	0	0	0	0	0
ASV_3395	9	0	0	0	0	0	0	0	0	0
ASV_3396	9	0	0	0	0	0	0	0	0	0
ASV_3397	9	0	0	0	0	0	0	0	0	0
ASV_3398	9	0	0	0	0	0	0	0	0	0
ASV_3399	9	0	0	0	0	0	0	0	0	0
ASV_3400	9	0	0	0	0	0	0	0	0	0
ASV_3401	9	0	0	0	0	0	0	0	0	0
ASV_3402	9	0	0	0	0	0	0	0	0	0
ASV_3403	9	0	0	0	0	0	0	0	0	0
ASV_3404	9	0	0	0	0	0	0	0	0	0
ASV_3405	9	0	0	0	0	0	0	0	0	0
ASV_3406	9	0	0	0	0	0	0	0	0	0
ASV_3407	9	0	0	0	0	0	0	0	0	0
ASV_3408	9	0	0	0	0	0	0	0	0	0
ASV_3409	9	0	0	0	0	0	0	0	0	0
ASV_3410	9	0	0	0	0	0	0	0	0	0
ASV_3411	9	0	0	0	0	0	0	0	0	0
ASV_3412	9	0	0	0	0	0	0	0	0	0
ASV_3413	9	0	0	0	0	0	0	0	0	0
ASV_3414	9	0	0	0	0	0	0	0	0	0
ASV_3415	9	0	0	0	0	0	0	0	0	0
ASV_3416	9	0	0	0	0	0	0	0	0	0
ASV_3417	9	0	0	0	0	0	0	0	0	0
ASV_3418	4	5	0	0	0	0	0	0	0	0
ASV_3419	0	9	0	0	0	0	0	0	0	0
ASV_3420	0	9	0	0	0	0	0	0	0	0
ASV_3421	0	9	0	0	0	0	0	0	0	0
ASV_3422	0	9	0	0	0	0	0	0	0	0
ASV_3423	0	9	0	0	0	0	0	0	0	0
ASV_3424	0	9	0	0	0	0	0	0	0	0
ASV_3425	0	9	0	0	0	0	0	0	0	0
ASV_3426	0	9	0	0	0	0	0	0	0	0
ASV_3427	0	9	0	0	0	0	0	0	0	0
ASV_3428	0	9	0	0	0	0	0	0	0	0
ASV_3429	0	9	0	0	0	0	0	0	0	0
ASV_3430	0	9	0	0	0	0	0	0	0	0
ASV_3431	0	9	0	0	0	0	0	0	0	0
ASV_3432	0	9	0	0	0	0	0	0	0	0
ASV_3433	0	9	0	0	0	0	0	0	0	0
ASV_3434	0	9	0	0	0	0	0	0	0	0
ASV_3435	0	9	0	0	0	0	0	0	0	0
ASV_3436	0	9	0	0	0	0	0	0	0	0
ASV_3437	0	9	0	0	0	0	0	0	0	0
ASV_3438	0	9	0	0	0	0	0	0	0	0
ASV_3439	0	0	9	0	0	0	0	0	0	0
ASV_3440	0	0	9	0	0	0	0	0	0	0
ASV_3441	0	0	9	0	0	0	0	0	0	0
ASV_3442	0	0	9	0	0	0	0	0	0	0
ASV_3443	0	0	9	0	0	0	0	0	0	0
ASV_3444	0	0	9	0	0	0	0	0	0	0
ASV_3445	0	0	9	0	0	0	0	0	0	0
ASV_3446	0	0	9	0	0	0	0	0	0	0
ASV_3447	0	0	9	0	0	0	0	0	0	0
ASV_3448	0	0	9	0	0	0	0	0	0	0
ASV_3449	0	0	9	0	0	0	0	0	0	0
ASV_3450	0	0	9	0	0	0	0	0	0	0
ASV_3451	0	0	9	0	0	0	0	0	0	0
ASV_3452	0	0	9	0	0	0	0	0	0	0
ASV_3453	0	0	9	0	0	0	0	0	0	0
ASV_3454	0	0	9	0	0	0	0	0	0	0
ASV_3455	0	0	9	0	0	0	0	0	0	0
ASV_3456	0	0	9	0	0	0	0	0	0	0
ASV_3457	0	0	9	0	0	0	0	0	0	0
ASV_3458	0	0	9	0	0	0	0	0	0	0
ASV_3459	0	0	9	0	0	0	0	0	0	0
ASV_3460	0	0	9	0	0	0	0	0	0	0
ASV_3461	0	0	9	0	0	0	0	0	0	0
ASV_3462	0	0	9	0	0	0	0	0	0	0
ASV_3463	0	0	9	0	0	0	0	0	0	0
ASV_3464	0	0	9	0	0	0	0	0	0	0
ASV_3465	0	0	0	9	0	0	0	0	0	0
ASV_3466	0	0	0	9	0	0	0	0	0	0
ASV_3467	0	0	0	9	0	0	0	0	0	0
ASV_3468	0	0	0	0	9	0	0	0	0	0
ASV_3469	0	0	0	0	9	0	0	0	0	0
ASV_3470	0	0	0	0	9	0	0	0	0	0
ASV_3471	0	0	0	0	9	0	0	0	0	0
ASV_3472	0	0	0	0	9	0	0	0	0	0
ASV_3473	0	0	0	0	0	9	0	0	0	0
ASV_3474	0	0	0	0	0	0	9	0	0	0
ASV_3475	0	0	0	0	0	0	9	0	0	0
ASV_3476	0	0	0	0	0	0	9	0	0	0
ASV_3477	0	0	0	0	0	0	9	0	0	0
ASV_3478	0	0	0	0	0	0	0	9	0	0
ASV_3479	0	0	0	0	0	0	0	9	0	0
ASV_3480	0	0	0	0	0	0	0	9	0	0
ASV_3481	0	0	0	0	0	0	0	9	0	0
ASV_3482	0	0	0	0	0	0	0	9	0	0
ASV_3483	0	0	0	0	0	0	0	9	0	0
ASV_3484	0	0	0	0	0	0	0	9	0	0
ASV_3485	0	0	0	0	0	0	0	9	0	0
ASV_3486	0	0	0	0	0	0	0	0	9	0
ASV_3487	0	0	0	0	0	0	0	0	9	0
ASV_3488	0	0	0	0	0	0	0	0	9	0
ASV_3489	0	0	0	0	0	0	0	0	9	0
ASV_3490	0	0	0	0	0	0	0	0	9	0
ASV_3491	0	0	0	0	0	0	0	0	9	0
ASV_3492	0	0	0	0	0	0	0	0	9	0
ASV_3493	0	0	0	0	0	0	0	0	9	0
ASV_3494	0	0	0	0	0	0	0	0	9	0
ASV_3495	0	0	0	0	0	0	0	0	9	0
ASV_3496	0	0	0	0	0	0	0	0	9	0
ASV_3497	0	0	0	0	0	0	0	0	9	0
ASV_3498	0	0	0	0	0	0	0	0	9	0
ASV_3499	0	0	0	0	0	0	0	0	9	0
ASV_3500	0	0	0	0	0	0	0	0	9	0
ASV_3501	0	0	0	0	0	0	0	0	9	0
ASV_3502	0	0	0	0	0	0	0	0	9	0
ASV_3503	0	0	0	0	0	0	0	0	9	0
ASV_3504	0	0	0	0	0	0	0	0	9	0
ASV_3505	0	0	0	0	0	0	0	0	0	9
ASV_3506	0	0	0	0	0	0	0	0	0	9
ASV_3507	0	0	0	0	0	0	0	0	0	9
ASV_3508	0	0	0	0	0	0	0	0	0	9
ASV_3509	0	0	0	0	0	0	0	0	0	9
ASV_3510	0	0	0	0	0	0	0	0	0	9
ASV_3511	0	0	0	0	0	0	0	0	0	9
ASV_3512	0	0	0	0	0	0	0	0	0	9
ASV_3513	0	0	0	0	0	0	0	0	0	9
ASV_3514	0	0	0	0	0	0	0	0	0	9
ASV_3515	0	0	0	0	0	0	0	0	0	9
ASV_3516	0	0	0	0	0	0	0	0	0	9
ASV_3517	0	0	0	0	0	0	0	0	0	9
ASV_3518	0	0	0	0	0	0	0	0	0	9
ASV_3519	0	0	0	0	0	0	0	0	0	9
ASV_3520	0	0	0	0	0	0	0	0	0	9
ASV_3521	8	0	0	0	0	0	0	0	0	0
ASV_3522	8	0	0	0	0	0	0	0	0	0
ASV_3523	8	0	0	0	0	0	0	0	0	0
ASV_3524	8	0	0	0	0	0	0	0	0	0
ASV_3525	8	0	0	0	0	0	0	0	0	0
ASV_3526	8	0	0	0	0	0	0	0	0	0
ASV_3527	8	0	0	0	0	0	0	0	0	0
ASV_3528	8	0	0	0	0	0	0	0	0	0
ASV_3529	8	0	0	0	0	0	0	0	0	0
ASV_3530	8	0	0	0	0	0	0	0	0	0
ASV_3531	8	0	0	0	0	0	0	0	0	0
ASV_3532	8	0	0	0	0	0	0	0	0	0
ASV_3533	8	0	0	0	0	0	0	0	0	0
ASV_3534	8	0	0	0	0	0	0	0	0	0
ASV_3535	8	0	0	0	0	0	0	0	0	0
ASV_3536	8	0	0	0	0	0	0	0	0	0
ASV_3537	8	0	0	0	0	0	0	0	0	0
ASV_3538	8	0	0	0	0	0	0	0	0	0
ASV_3539	8	0	0	0	0	0	0	0	0	0
ASV_3540	8	0	0	0	0	0	0	0	0	0
ASV_3541	0	8	0	0	0	0	0	0	0	0
ASV_3542	0	8	0	0	0	0	0	0	0	0
ASV_3543	0	8	0	0	0	0	0	0	0	0
ASV_3544	0	8	0	0	0	0	0	0	0	0
ASV_3545	0	8	0	0	0	0	0	0	0	0
ASV_3546	0	8	0	0	0	0	0	0	0	0
ASV_3547	0	8	0	0	0	0	0	0	0	0
ASV_3548	0	8	0	0	0	0	0	0	0	0
ASV_3549	0	8	0	0	0	0	0	0	0	0
ASV_3550	0	8	0	0	0	0	0	0	0	0
ASV_3551	0	8	0	0	0	0	0	0	0	0
ASV_3552	0	8	0	0	0	0	0	0	0	0
ASV_3553	0	8	0	0	0	0	0	0	0	0
ASV_3554	0	8	0	0	0	0	0	0	0	0
ASV_3555	0	8	0	0	0	0	0	0	0	0
ASV_3556	0	8	0	0	0	0	0	0	0	0
ASV_3557	0	8	0	0	0	0	0	0	0	0
ASV_3558	0	8	0	0	0	0	0	0	0	0
ASV_3559	0	8	0	0	0	0	0	0	0	0
ASV_3560	0	8	0	0	0	0	0	0	0	0
ASV_3561	0	8	0	0	0	0	0	0	0	0
ASV_3562	0	8	0	0	0	0	0	0	0	0
ASV_3563	0	8	0	0	0	0	0	0	0	0
