	ERR11588428_R1_filtered.fastq.gz	ERR11588429_R1_filtered.fastq.gz	ERR11588430_R1_filtered.fastq.gz	ERR11588431_R1_filtered.fastq.gz	ERR11588432_R1_filtered.fastq.gz	ERR11588433_R1_filtered.fastq.gz	ERR11588434_R1_filtered.fastq.gz	ERR11588435_R1_filtered.fastq.gz	ERR11588436_R1_filtered.fastq.gz	ERR11588437_R1_filtered.fastq.gz
ASV_1014	0	0	0	0	0	0	0	0	46	0
ASV_1015	0	0	0	0	0	0	0	0	46	0
ASV_1016	0	0	0	0	0	0	0	0	46	0
ASV_1017	0	0	0	0	0	0	0	0	46	0
ASV_1018	0	0	0	0	0	0	0	0	0	46
ASV_1019	45	0	0	0	0	0	0	0	0	0
ASV_1020	45	0	0	0	0	0	0	0	0	0
ASV_1021	45	0	0	0	0	0	0	0	0	0
ASV_1022	45	0	0	0	0	0	0	0	0	0
ASV_1023	9	13	23	0	0	0	0	0	0	0
ASV_1024	0	45	0	0	0	0	0	0	0	0
ASV_1025	0	22	23	0	0	0	0	0	0	0
ASV_1026	0	0	45	0	0	0	0	0	0	0
ASV_1027	0	0	45	0	0	0	0	0	0	0
ASV_1028	0	0	45	0	0	0	0	0	0	0
ASV_1029	0	0	45	0	0	0	0	0	0	0
ASV_1030	0	0	0	45	0	0	0	0	0	0
ASV_1031	0	0	0	45	0	0	0	0	0	0
ASV_1032	0	0	0	0	45	0	0	0	0	0
ASV_1033	0	0	0	0	0	45	0	0	0	0
ASV_1034	0	0	0	0	0	0	45	0	0	0
ASV_1035	0	0	0	0	0	0	45	0	0	0
ASV_1036	0	0	0	0	0	0	45	0	0	0
ASV_1037	0	0	0	0	0	0	45	0	0	0
ASV_1038	0	0	0	0	0	0	45	0	0	0
ASV_1039	0	0	0	0	0	0	45	0	0	0
ASV_1040	0	0	0	0	0	0	0	45	0	0
ASV_1041	0	0	0	0	0	0	0	45	0	0
ASV_1042	0	0	0	0	0	0	0	45	0	0
ASV_1043	0	0	0	0	0	0	0	45	0	0
ASV_1044	0	0	0	0	0	0	0	45	0	0
ASV_1045	0	0	0	0	0	0	0	0	45	0
ASV_1046	0	0	0	0	0	0	0	0	45	0
ASV_1047	0	0	0	0	0	0	0	0	45	0
ASV_1048	0	0	0	0	0	0	0	0	45	0
ASV_1049	0	0	0	0	0	0	0	0	45	0
ASV_1050	0	0	0	0	0	0	0	0	45	0
ASV_1051	0	0	0	0	0	0	0	0	0	45
ASV_1052	0	0	0	0	0	0	0	0	0	45
ASV_1053	44	0	0	0	0	0	0	0	0	0
ASV_1054	28	16	0	0	0	0	0	0	0	0
ASV_1055	25	6	13	0	0	0	0	0	0	0
ASV_1056	0	44	0	0	0	0	0	0	0	0
ASV_1057	0	44	0	0	0	0	0	0	0	0
ASV_1058	0	18	26	0	0	0	0	0	0	0
ASV_1059	0	0	44	0	0	0	0	0	0	0
ASV_1060	0	0	44	0	0	0	0	0	0	0
ASV_1061	0	0	0	44	0	0	0	0	0	0
ASV_1062	0	0	0	44	0	0	0	0	0	0
ASV_1063	0	0	0	0	0	0	44	0	0	0
ASV_1064	0	0	0	0	0	0	44	0	0	0
ASV_1065	0	0	0	0	0	0	44	0	0	0
ASV_1066	0	0	0	0	0	0	44	0	0	0
ASV_1067	0	0	0	0	0	0	44	0	0	0
ASV_1068	0	0	0	0	0	0	44	0	0	0
ASV_1069	0	0	0	0	0	0	44	0	0	0
ASV_1070	0	0	0	0	0	0	44	0	0	0
ASV_1071	0	0	0	0	0	0	0	44	0	0
ASV_1072	0	0	0	0	0	0	0	44	0	0
ASV_1073	0	0	0	0	0	0	0	44	0	0
ASV_1074	0	0	0	0	0	0	0	44	0	0
ASV_1075	0	0	0	0	0	0	0	0	44	0
ASV_1076	0	0	0	0	0	0	0	0	44	0
ASV_1077	0	0	0	0	0	0	0	0	44	0
ASV_1078	0	0	0	0	0	0	0	0	44	0
ASV_1079	0	0	0	0	0	0	0	0	0	44
ASV_1080	0	0	0	0	0	0	0	0	0	44
ASV_1081	0	0	0	0	0	0	0	0	0	44
ASV_1082	43	0	0	0	0	0	0	0	0	0
ASV_1083	43	0	0	0	0	0	0	0	0	0
ASV_1084	25	0	18	0	0	0	0	0	0	0
ASV_1085	23	7	13	0	0	0	0	0	0	0
ASV_1086	16	16	11	0	0	0	0	0	0	0
ASV_1087	15	11	17	0	0	0	0	0	0	0
ASV_1088	0	43	0	0	0	0	0	0	0	0
ASV_1089	0	43	0	0	0	0	0	0	0	0
ASV_1090	0	0	43	0	0	0	0	0	0	0
ASV_1091	0	0	43	0	0	0	0	0	0	0
ASV_1092	0	0	43	0	0	0	0	0	0	0
ASV_1093	0	0	0	43	0	0	0	0	0	0
ASV_1094	0	0	0	43	0	0	0	0	0	0
ASV_1095	0	0	0	43	0	0	0	0	0	0
ASV_1096	0	0	0	43	0	0	0	0	0	0
ASV_1097	0	0	0	0	43	0	0	0	0	0
ASV_1098	0	0	0	0	0	43	0	0	0	0
ASV_1099	0	0	0	0	0	43	0	0	0	0
ASV_1100	0	0	0	0	0	43	0	0	0	0
ASV_1101	0	0	0	0	0	43	0	0	0	0
ASV_1102	0	0	0	0	0	43	0	0	0	0
ASV_1103	0	0	0	0	0	0	43	0	0	0
ASV_1104	0	0	0	0	0	0	43	0	0	0
ASV_1105	0	0	0	0	0	0	43	0	0	0
ASV_1106	0	0	0	0	0	0	0	43	0	0
ASV_1107	0	0	0	0	0	0	0	43	0	0
ASV_1108	0	0	0	0	0	0	0	43	0	0
ASV_1109	0	0	0	0	0	0	0	43	0	0
ASV_1110	0	0	0	0	0	0	0	43	0	0
ASV_1111	0	0	0	0	0	0	0	0	43	0
ASV_1112	0	0	0	0	0	0	0	0	43	0
ASV_1113	0	0	0	0	0	0	0	0	43	0
ASV_1114	0	0	0	0	0	0	0	0	43	0
ASV_1115	0	0	0	0	0	0	0	0	43	0
ASV_1116	0	0	0	0	0	0	0	0	0	43
ASV_1117	0	0	0	0	0	0	0	0	0	43
ASV_1118	42	0	0	0	0	0	0	0	0	0
ASV_1119	42	0	0	0	0	0	0	0	0	0
ASV_1120	42	0	0	0	0	0	0	0	0	0
ASV_1121	26	0	16	0	0	0	0	0	0	0
ASV_1122	18	14	10	0	0	0	0	0	0	0
ASV_1123	16	12	14	0	0	0	0	0	0	0
ASV_1124	13	8	10	0	0	0	11	0	0	0
ASV_1125	9	19	14	0	0	0	0	0	0	0
ASV_1126	0	42	0	0	0	0	0	0	0	0
ASV_1127	0	42	0	0	0	0	0	0	0	0
ASV_1128	0	42	0	0	0	0	0	0	0	0
ASV_1129	0	42	0	0	0	0	0	0	0	0
ASV_1130	0	42	0	0	0	0	0	0	0	0
ASV_1131	0	20	22	0	0	0	0	0	0	0
ASV_1132	0	0	42	0	0	0	0	0	0	0
ASV_1133	0	0	42	0	0	0	0	0	0	0
ASV_1134	0	0	0	0	42	0	0	0	0	0
ASV_1135	0	0	0	0	0	42	0	0	0	0
ASV_1136	0	0	0	0	0	42	0	0	0	0
ASV_1137	0	0	0	0	0	0	42	0	0	0
ASV_1138	0	0	0	0	0	0	42	0	0	0
ASV_1139	0	0	0	0	0	0	42	0	0	0
ASV_1140	0	0	0	0	0	0	42	0	0	0
ASV_1141	0	0	0	0	0	0	42	0	0	0
ASV_1142	0	0	0	0	0	0	20	22	0	0
ASV_1143	0	0	0	0	0	0	0	42	0	0
ASV_1144	0	0	0	0	0	0	0	42	0	0
ASV_1145	0	0	0	0	0	0	0	42	0	0
ASV_1146	0	0	0	0	0	0	0	42	0	0
ASV_1147	0	0	0	0	0	0	0	42	0	0
ASV_1148	0	0	0	0	0	0	0	0	42	0
ASV_1149	0	0	0	0	0	0	0	0	0	42
ASV_1150	0	0	0	0	0	0	0	0	0	42
ASV_1151	41	0	0	0	0	0	0	0	0	0
ASV_1152	41	0	0	0	0	0	0	0	0	0
ASV_1153	41	0	0	0	0	0	0	0	0	0
ASV_1154	23	0	18	0	0	0	0	0	0	0
ASV_1155	22	12	7	0	0	0	0	0	0	0
ASV_1156	13	14	14	0	0	0	0	0	0	0
ASV_1157	0	41	0	0	0	0	0	0	0	0
ASV_1158	0	41	0	0	0	0	0	0	0	0
ASV_1159	0	41	0	0	0	0	0	0	0	0
ASV_1160	0	0	41	0	0	0	0	0	0	0
ASV_1161	0	0	41	0	0	0	0	0	0	0
ASV_1162	0	0	41	0	0	0	0	0	0	0
ASV_1163	0	0	41	0	0	0	0	0	0	0
ASV_1164	0	0	41	0	0	0	0	0	0	0
ASV_1165	0	0	41	0	0	0	0	0	0	0
ASV_1166	0	0	0	41	0	0	0	0	0	0
ASV_1167	0	0	0	41	0	0	0	0	0	0
ASV_1168	0	0	0	41	0	0	0	0	0	0
ASV_1169	0	0	0	0	41	0	0	0	0	0
ASV_1170	0	0	0	0	41	0	0	0	0	0
ASV_1171	0	0	0	0	0	41	0	0	0	0
ASV_1172	0	0	0	0	0	41	0	0	0	0
ASV_1173	0	0	0	0	0	0	41	0	0	0
ASV_1174	0	0	0	0	0	0	41	0	0	0
ASV_1175	0	0	0	0	0	0	41	0	0	0
ASV_1176	0	0	0	0	0	0	41	0	0	0
ASV_1177	0	0	0	0	0	0	41	0	0	0
ASV_1178	0	0	0	0	0	0	14	27	0	0
ASV_1179	0	0	0	0	0	0	0	41	0	0
ASV_1180	0	0	0	0	0	0	0	41	0	0
ASV_1181	0	0	0	0	0	0	0	41	0	0
ASV_1182	0	0	0	0	0	0	0	41	0	0
ASV_1183	0	0	0	0	0	0	0	0	41	0
ASV_1184	0	0	0	0	0	0	0	0	41	0
ASV_1185	0	0	0	0	0	0	0	0	41	0
ASV_1186	0	0	0	0	0	0	0	0	41	0
ASV_1187	0	0	0	0	0	0	0	0	41	0
ASV_1188	0	0	0	0	0	0	0	0	0	41
ASV_1189	0	0	0	0	0	0	0	0	0	41
ASV_1190	40	0	0	0	0	0	0	0	0	0
ASV_1191	40	0	0	0	0	0	0	0	0	0
ASV_1192	40	0	0	0	0	0	0	0	0	0
ASV_1193	40	0	0	0	0	0	0	0	0	0
ASV_1194	40	0	0	0	0	0	0	0	0	0
ASV_1195	40	0	0	0	0	0	0	0	0	0
ASV_1196	25	0	15	0	0	0	0	0	0	0
ASV_1197	18	6	16	0	0	0	0	0	0	0
ASV_1198	5	18	17	0	0	0	0	0	0	0
ASV_1199	0	0	40	0	0	0	0	0	0	0
ASV_1200	0	0	40	0	0	0	0	0	0	0
ASV_1201	0	0	40	0	0	0	0	0	0	0
ASV_1202	0	0	40	0	0	0	0	0	0	0
ASV_1203	0	0	40	0	0	0	0	0	0	0
ASV_1204	0	0	0	40	0	0	0	0	0	0
ASV_1205	0	0	0	40	0	0	0	0	0	0
ASV_1206	0	0	0	40	0	0	0	0	0	0
ASV_1207	0	0	0	40	0	0	0	0	0	0
ASV_1208	0	0	0	40	0	0	0	0	0	0
ASV_1209	0	0	0	0	40	0	0	0	0	0
ASV_1210	0	0	0	0	40	0	0	0	0	0
ASV_1211	0	0	0	0	40	0	0	0	0	0
ASV_1212	0	0	0	0	11	29	0	0	0	0
ASV_1213	0	0	0	0	0	40	0	0	0	0
ASV_1214	0	0	0	0	0	0	40	0	0	0
ASV_1215	0	0	0	0	0	0	0	40	0	0
ASV_1216	0	0	0	0	0	0	0	40	0	0
ASV_1217	0	0	0	0	0	0	0	40	0	0
ASV_1218	0	0	0	0	0	0	0	40	0	0
ASV_1219	0	0	0	0	0	0	0	40	0	0
ASV_1220	0	0	0	0	0	0	0	40	0	0
ASV_1221	0	0	0	0	0	0	0	40	0	0
ASV_1222	0	0	0	0	0	0	0	40	0	0
ASV_1223	0	0	0	0	0	0	0	40	0	0
ASV_1224	0	0	0	0	0	0	0	0	40	0
ASV_1225	0	0	0	0	0	0	0	0	40	0
ASV_1226	0	0	0	0	0	0	0	0	0	40
ASV_1227	0	0	0	0	0	0	0	0	0	40
ASV_1228	39	0	0	0	0	0	0	0	0	0
ASV_1229	39	0	0	0	0	0	0	0	0	0
ASV_1230	39	0	0	0	0	0	0	0	0	0
ASV_1231	39	0	0	0	0	0	0	0	0	0
ASV_1232	39	0	0	0	0	0	0	0	0	0
ASV_1233	39	0	0	0	0	0	0	0	0	0
ASV_1234	12	12	15	0	0	0	0	0	0	0
ASV_1235	0	39	0	0	0	0	0	0	0	0
ASV_1236	0	39	0	0	0	0	0	0	0	0
ASV_1237	0	39	0	0	0	0	0	0	0	0
ASV_1238	0	39	0	0	0	0	0	0	0	0
ASV_1239	0	39	0	0	0	0	0	0	0	0
ASV_1240	0	39	0	0	0	0	0	0	0	0
ASV_1241	0	0	39	0	0	0	0	0	0	0
ASV_1242	0	0	39	0	0	0	0	0	0	0
ASV_1243	0	0	39	0	0	0	0	0	0	0
ASV_1244	0	0	39	0	0	0	0	0	0	0
ASV_1245	0	0	0	39	0	0	0	0	0	0
ASV_1246	0	0	0	39	0	0	0	0	0	0
ASV_1247	0	0	0	0	39	0	0	0	0	0
ASV_1248	0	0	0	0	39	0	0	0	0	0
ASV_1249	0	0	0	0	39	0	0	0	0	0
ASV_1250	0	0	0	0	0	39	0	0	0	0
ASV_1251	0	0	0	0	0	39	0	0	0	0
ASV_1252	0	0	0	0	0	0	39	0	0	0
ASV_1253	0	0	0	0	0	0	39	0	0	0
ASV_1254	0	0	0	0	0	0	0	39	0	0
ASV_1255	0	0	0	0	0	0	0	39	0	0
ASV_1256	0	0	0	0	0	0	0	39	0	0
ASV_1257	0	0	0	0	0	0	0	0	39	0
ASV_1258	0	0	0	0	0	0	0	0	39	0
ASV_1259	0	0	0	0	0	0	0	0	39	0
ASV_1260	0	0	0	0	0	0	0	0	0	39
ASV_1261	0	0	0	0	0	0	0	0	0	39
ASV_1262	38	0	0	0	0	0	0	0	0	0
ASV_1263	38	0	0	0	0	0	0	0	0	0
ASV_1264	38	0	0	0	0	0	0	0	0	0
ASV_1265	38	0	0	0	0	0	0	0	0	0
ASV_1266	38	0	0	0	0	0	0	0	0	0
ASV_1267	38	0	0	0	0	0	0	0	0	0
ASV_1268	38	0	0	0	0	0	0	0	0	0
ASV_1269	18	0	20	0	0	0	0	0	0	0
ASV_1270	14	8	16	0	0	0	0	0	0	0
ASV_1271	0	38	0	0	0	0	0	0	0	0
ASV_1272	0	38	0	0	0	0	0	0	0	0
ASV_1273	0	38	0	0	0	0	0	0	0	0
ASV_1274	0	16	22	0	0	0	0	0	0	0
ASV_1275	0	0	38	0	0	0	0	0	0	0
ASV_1276	0	0	38	0	0	0	0	0	0	0
ASV_1277	0	0	38	0	0	0	0	0	0	0
ASV_1278	0	0	38	0	0	0	0	0	0	0
ASV_1279	0	0	38	0	0	0	0	0	0	0
ASV_1280	0	0	38	0	0	0	0	0	0	0
ASV_1281	0	0	0	38	0	0	0	0	0	0
ASV_1282	0	0	0	38	0	0	0	0	0	0
ASV_1283	0	0	0	38	0	0	0	0	0	0
ASV_1284	0	0	0	0	38	0	0	0	0	0
ASV_1285	0	0	0	0	0	38	0	0	0	0
ASV_1286	0	0	0	0	0	38	0	0	0	0
ASV_1287	0	0	0	0	0	0	38	0	0	0
ASV_1288	0	0	0	0	0	0	38	0	0	0
ASV_1289	0	0	0	0	0	0	38	0	0	0
ASV_1290	0	0	0	0	0	0	38	0	0	0
ASV_1291	0	0	0	0	0	0	38	0	0	0
ASV_1292	0	0	0	0	0	0	38	0	0	0
ASV_1293	0	0	0	0	0	0	38	0	0	0
ASV_1294	0	0	0	0	0	0	12	26	0	0
ASV_1295	0	0	0	0	0	0	0	38	0	0
ASV_1296	0	0	0	0	0	0	0	38	0	0
ASV_1297	0	0	0	0	0	0	0	0	38	0
ASV_1298	0	0	0	0	0	0	0	0	38	0
ASV_1299	0	0	0	0	0	0	0	0	38	0
ASV_1300	0	0	0	0	0	0	0	0	38	0
ASV_1301	0	0	0	0	0	0	0	0	0	38
ASV_1302	0	0	0	0	0	0	0	0	0	38
ASV_1303	37	0	0	0	0	0	0	0	0	0
ASV_1304	37	0	0	0	0	0	0	0	0	0
ASV_1305	37	0	0	0	0	0	0	0	0	0
ASV_1306	37	0	0	0	0	0	0	0	0	0
ASV_1307	21	0	16	0	0	0	0	0	0	0
ASV_1308	0	37	0	0	0	0	0	0	0	0
ASV_1309	0	37	0	0	0	0	0	0	0	0
ASV_1310	0	37	0	0	0	0	0	0	0	0
ASV_1311	0	37	0	0	0	0	0	0	0	0
ASV_1312	0	37	0	0	0	0	0	0	0	0
ASV_1313	0	0	37	0	0	0	0	0	0	0
ASV_1314	0	0	37	0	0	0	0	0	0	0
ASV_1315	0	0	37	0	0	0	0	0	0	0
ASV_1316	0	0	37	0	0	0	0	0	0	0
ASV_1317	0	0	37	0	0	0	0	0	0	0
ASV_1318	0	0	0	37	0	0	0	0	0	0
ASV_1319	0	0	0	37	0	0	0	0	0	0
ASV_1320	0	0	0	37	0	0	0	0	0	0
ASV_1321	0	0	0	0	37	0	0	0	0	0
ASV_1322	0	0	0	0	37	0	0	0	0	0
ASV_1323	0	0	0	0	37	0	0	0	0	0
ASV_1324	0	0	0	0	0	0	0	37	0	0
ASV_1325	0	0	0	0	0	0	0	37	0	0
ASV_1326	0	0	0	0	0	0	0	37	0	0
ASV_1327	0	0	0	0	0	0	0	37	0	0
ASV_1328	0	0	0	0	0	0	0	37	0	0
ASV_1329	0	0	0	0	0	0	0	37	0	0
ASV_1330	0	0	0	0	0	0	0	37	0	0
ASV_1331	0	0	0	0	0	0	0	0	37	0
ASV_1332	0	0	0	0	0	0	0	0	37	0
ASV_1333	0	0	0	0	0	0	0	0	37	0
ASV_1334	0	0	0	0	0	0	0	0	37	0
ASV_1335	0	0	0	0	0	0	0	0	37	0
ASV_1336	0	0	0	0	0	0	0	0	0	37
ASV_1337	0	0	0	0	0	0	0	0	0	37
ASV_1338	0	0	0	0	0	0	0	0	0	37
ASV_1339	0	0	0	0	0	0	0	0	0	37
ASV_1340	36	0	0	0	0	0	0	0	0	0
ASV_1341	36	0	0	0	0	0	0	0	0	0
ASV_1342	36	0	0	0	0	0	0	0	0	0
ASV_1343	36	0	0	0	0	0	0	0	0	0
ASV_1344	22	14	0	0	0	0	0	0	0	0
ASV_1345	22	0	14	0	0	0	0	0	0	0
ASV_1346	0	36	0	0	0	0	0	0	0	0
ASV_1347	0	36	0	0	0	0	0	0	0	0
ASV_1348	0	36	0	0	0	0	0	0	0	0
ASV_1349	0	36	0	0	0	0	0	0	0	0
ASV_1350	0	36	0	0	0	0	0	0	0	0
ASV_1351	0	36	0	0	0	0	0	0	0	0
ASV_1352	0	0	36	0	0	0	0	0	0	0
ASV_1353	0	0	36	0	0	0	0	0	0	0
ASV_1354	0	0	36	0	0	0	0	0	0	0
ASV_1355	0	0	36	0	0	0	0	0	0	0
ASV_1356	0	0	36	0	0	0	0	0	0	0
ASV_1357	0	0	36	0	0	0	0	0	0	0
ASV_1358	0	0	36	0	0	0	0	0	0	0
ASV_1359	0	0	36	0	0	0	0	0	0	0
ASV_1360	0	0	0	36	0	0	0	0	0	0
ASV_1361	0	0	0	36	0	0	0	0	0	0
ASV_1362	0	0	0	36	0	0	0	0	0	0
ASV_1363	0	0	0	0	36	0	0	0	0	0
ASV_1364	0	0	0	0	36	0	0	0	0	0
ASV_1365	0	0	0	0	0	36	0	0	0	0
ASV_1366	0	0	0	0	0	0	36	0	0	0
ASV_1367	0	0	0	0	0	0	36	0	0	0
ASV_1368	0	0	0	0	0	0	36	0	0	0
ASV_1369	0	0	0	0	0	0	0	36	0	0
ASV_1370	0	0	0	0	0	0	0	36	0	0
ASV_1371	0	0	0	0	0	0	0	36	0	0
ASV_1372	0	0	0	0	0	0	0	36	0	0
ASV_1373	0	0	0	0	0	0	0	36	0	0
ASV_1374	0	0	0	0	0	0	0	36	0	0
ASV_1375	0	0	0	0	0	0	0	0	36	0
ASV_1376	0	0	0	0	0	0	0	0	36	0
ASV_1377	0	0	0	0	0	0	0	0	0	36
ASV_1378	0	0	0	0	0	0	0	0	0	36
ASV_1379	0	0	0	0	0	0	0	0	0	36
ASV_1380	35	0	0	0	0	0	0	0	0	0
ASV_1381	35	0	0	0	0	0	0	0	0	0
ASV_1382	35	0	0	0	0	0	0	0	0	0
ASV_1383	35	0	0	0	0	0	0	0	0	0
ASV_1384	35	0	0	0	0	0	0	0	0	0
ASV_1385	35	0	0	0	0	0	0	0	0	0
ASV_1386	35	0	0	0	0	0	0	0	0	0
ASV_1387	35	0	0	0	0	0	0	0	0	0
ASV_1388	35	0	0	0	0	0	0	0	0	0
ASV_1389	35	0	0	0	0	0	0	0	0	0
ASV_1390	6	17	12	0	0	0	0	0	0	0
ASV_1391	0	35	0	0	0	0	0	0	0	0
ASV_1392	0	35	0	0	0	0	0	0	0	0
ASV_1393	0	35	0	0	0	0	0	0	0	0
ASV_1394	0	35	0	0	0	0	0	0	0	0
ASV_1395	0	35	0	0	0	0	0	0	0	0
ASV_1396	0	35	0	0	0	0	0	0	0	0
ASV_1397	0	35	0	0	0	0	0	0	0	0
ASV_1398	0	35	0	0	0	0	0	0	0	0
ASV_1399	0	35	0	0	0	0	0	0	0	0
ASV_1400	0	20	15	0	0	0	0	0	0	0
ASV_1401	0	15	7	0	0	0	0	0	0	13
ASV_1402	0	0	35	0	0	0	0	0	0	0
ASV_1403	0	0	35	0	0	0	0	0	0	0
ASV_1404	0	0	35	0	0	0	0	0	0	0
ASV_1405	0	0	35	0	0	0	0	0	0	0
ASV_1406	0	0	35	0	0	0	0	0	0	0
ASV_1407	0	0	35	0	0	0	0	0	0	0
ASV_1408	0	0	35	0	0	0	0	0	0	0
ASV_1409	0	0	35	0	0	0	0	0	0	0
ASV_1410	0	0	35	0	0	0	0	0	0	0
ASV_1411	0	0	0	35	0	0	0	0	0	0
ASV_1412	0	0	0	0	35	0	0	0	0	0
ASV_1413	0	0	0	0	35	0	0	0	0	0
ASV_1414	0	0	0	0	35	0	0	0	0	0
ASV_1415	0	0	0	0	35	0	0	0	0	0
ASV_1416	0	0	0	0	35	0	0	0	0	0
ASV_1417	0	0	0	0	0	35	0	0	0	0
ASV_1418	0	0	0	0	0	35	0	0	0	0
ASV_1419	0	0	0	0	0	35	0	0	0	0
ASV_1420	0	0	0	0	0	0	35	0	0	0
ASV_1421	0	0	0	0	0	0	35	0	0	0
ASV_1422	0	0	0	0	0	0	35	0	0	0
ASV_1423	0	0	0	0	0	0	35	0	0	0
ASV_1424	0	0	0	0	0	0	35	0	0	0
ASV_1425	0	0	0	0	0	0	35	0	0	0
ASV_1426	0	0	0	0	0	0	35	0	0	0
ASV_1427	0	0	0	0	0	0	35	0	0	0
ASV_1428	0	0	0	0	0	0	0	35	0	0
ASV_1429	0	0	0	0	0	0	0	35	0	0
ASV_1430	0	0	0	0	0	0	0	35	0	0
ASV_1431	0	0	0	0	0	0	0	0	35	0
ASV_1432	0	0	0	0	0	0	0	0	35	0
ASV_1433	0	0	0	0	0	0	0	0	35	0
ASV_1434	0	0	0	0	0	0	0	0	35	0
ASV_1435	0	0	0	0	0	0	0	0	35	0
ASV_1436	0	0	0	0	0	0	0	0	35	0
ASV_1437	0	0	0	0	0	0	0	0	0	35
ASV_1438	0	0	0	0	0	0	0	0	0	35
ASV_1439	0	0	0	0	0	0	0	0	0	35
ASV_1440	34	0	0	0	0	0	0	0	0	0
ASV_1441	34	0	0	0	0	0	0	0	0	0
ASV_1442	34	0	0	0	0	0	0	0	0	0
ASV_1443	34	0	0	0	0	0	0	0	0	0
ASV_1444	34	0	0	0	0	0	0	0	0	0
ASV_1445	34	0	0	0	0	0	0	0	0	0
ASV_1446	34	0	0	0	0	0	0	0	0	0
ASV_1447	34	0	0	0	0	0	0	0	0	0
ASV_1448	18	16	0	0	0	0	0	0	0	0
ASV_1449	17	0	17	0	0	0	0	0	0	0
ASV_1450	15	9	10	0	0	0	0	0	0	0
ASV_1451	0	34	0	0	0	0	0	0	0	0
ASV_1452	0	34	0	0	0	0	0	0	0	0
ASV_1453	0	34	0	0	0	0	0	0	0	0
ASV_1454	0	34	0	0	0	0	0	0	0	0
ASV_1455	0	34	0	0	0	0	0	0	0	0
ASV_1456	0	34	0	0	0	0	0	0	0	0
ASV_1457	0	34	0	0	0	0	0	0	0	0
ASV_1458	0	34	0	0	0	0	0	0	0	0
ASV_1459	0	34	0	0	0	0	0	0	0	0
ASV_1460	0	0	34	0	0	0	0	0	0	0
ASV_1461	0	0	34	0	0	0	0	0	0	0
ASV_1462	0	0	34	0	0	0	0	0	0	0
ASV_1463	0	0	34	0	0	0	0	0	0	0
ASV_1464	0	0	34	0	0	0	0	0	0	0
ASV_1465	0	0	34	0	0	0	0	0	0	0
ASV_1466	0	0	0	34	0	0	0	0	0	0
ASV_1467	0	0	0	0	34	0	0	0	0	0
ASV_1468	0	0	0	0	34	0	0	0	0	0
ASV_1469	0	0	0	0	0	34	0	0	0	0
ASV_1470	0	0	0	0	0	0	34	0	0	0
ASV_1471	0	0	0	0	0	0	34	0	0	0
ASV_1472	0	0	0	0	0	0	34	0	0	0
ASV_1473	0	0	0	0	0	0	34	0	0	0
ASV_1474	0	0	0	0	0	0	34	0	0	0
ASV_1475	0	0	0	0	0	0	34	0	0	0
ASV_1476	0	0	0	0	0	0	0	34	0	0
ASV_1477	0	0	0	0	0	0	0	34	0	0
ASV_1478	0	0	0	0	0	0	0	34	0	0
ASV_1479	0	0	0	0	0	0	0	34	0	0
ASV_1480	0	0	0	0	0	0	0	0	34	0
ASV_1481	0	0	0	0	0	0	0	0	34	0
ASV_1482	0	0	0	0	0	0	0	0	34	0
ASV_1483	0	0	0	0	0	0	0	0	34	0
ASV_1484	0	0	0	0	0	0	0	0	34	0
ASV_1485	0	0	0	0	0	0	0	0	34	0
ASV_1486	0	0	0	0	0	0	0	0	34	0
ASV_1487	0	0	0	0	0	0	0	0	0	34
ASV_1488	33	0	0	0	0	0	0	0	0	0
ASV_1489	33	0	0	0	0	0	0	0	0	0
ASV_1490	33	0	0	0	0	0	0	0	0	0
ASV_1491	33	0	0	0	0	0	0	0	0	0
ASV_1492	33	0	0	0	0	0	0	0	0	0
ASV_1493	0	33	0	0	0	0	0	0	0	0
ASV_1494	0	33	0	0	0	0	0	0	0	0
ASV_1495	0	33	0	0	0	0	0	0	0	0
ASV_1496	0	33	0	0	0	0	0	0	0	0
ASV_1497	0	0	33	0	0	0	0	0	0	0
ASV_1498	0	0	33	0	0	0	0	0	0	0
ASV_1499	0	0	33	0	0	0	0	0	0	0
ASV_1500	0	0	33	0	0	0	0	0	0	0
ASV_1501	0	0	33	0	0	0	0	0	0	0
ASV_1502	0	0	22	0	0	0	0	0	0	11
ASV_1503	0	0	0	33	0	0	0	0	0	0
ASV_1504	0	0	0	33	0	0	0	0	0	0
ASV_1505	0	0	0	0	33	0	0	0	0	0
ASV_1506	0	0	0	0	33	0	0	0	0	0
ASV_1507	0	0	0	0	33	0	0	0	0	0
ASV_1508	0	0	0	0	33	0	0	0	0	0
ASV_1509	0	0	0	0	33	0	0	0	0	0
ASV_1510	0	0	0	0	0	33	0	0	0	0
ASV_1511	0	0	0	0	0	33	0	0	0	0
ASV_1512	0	0	0	0	0	0	33	0	0	0
ASV_1513	0	0	0	0	0	0	33	0	0	0
ASV_1514	0	0	0	0	0	0	33	0	0	0
ASV_1515	0	0	0	0	0	0	33	0	0	0
ASV_1516	0	0	0	0	0	0	33	0	0	0
ASV_1517	0	0	0	0	0	0	0	33	0	0
ASV_1518	0	0	0	0	0	0	0	33	0	0
ASV_1519	0	0	0	0	0	0	0	33	0	0
ASV_1520	0	0	0	0	0	0	0	33	0	0
ASV_1521	0	0	0	0	0	0	0	33	0	0
ASV_1522	0	0	0	0	0	0	0	0	33	0
ASV_1523	0	0	0	0	0	0	0	0	33	0
